restaurant_id;name;address;street1;street2;city;state;country;postal_code;latitude;longitude;phone;email;website;tripadvisor_location_id;tripadvisor_url;tripadvisor_rating;tripadvisor_rating_image_url;tripadvisor_review_count;tripadvisor_ranking_string;tripadvisor_price_level;tripadvisor_cuisine;ta_photo_1_url;ta_photo_1_caption;ta_photo_2_url;ta_photo_2_caption;ta_photo_3_url;ta_photo_3_caption;ta_photo_4_url;ta_photo_4_caption;ta_photo_5_url;ta_photo_5_caption;ta_review_1_text;ta_review_1_rating;ta_review_1_date;ta_review_1_title;ta_review_1_author;ta_review_2_text;ta_review_2_rating;ta_review_2_date;ta_review_2_title;ta_review_2_author;ta_review_3_text;ta_review_3_rating;ta_review_3_date;ta_review_3_title;ta_review_3_author;ta_review_4_text;ta_review_4_rating;ta_review_4_date;ta_review_4_title;ta_review_4_author;ta_review_5_text;ta_review_5_rating;ta_review_5_date;ta_review_5_title;ta_review_5_author;data_collected_at;api_calls_used
305;Devran Doner &ciger;;Menderes Cd. 10/b;;Ýstanbul;;Türkiye;34209;41,026623;28,83069;;;https://menuburada.com/devran-doner-ciger-hurriyet-istanbul;33383792;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33383792-Reviews-Devran_Doner_ciger-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:20.708945;3
306;Gelik Atakoy;;Sail yolu Mobil karsIsI Atakoy;;Ýstanbul;;Türkiye;;40,97385;28,874275;+90 212 560 72 82;gelik@gelik.com.tr;http://www.gelik.com.tr/;919171;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d919171-Reviews-Gelik_Atakoy-Istanbul.html?m=66827;3,5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;357;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 2.234. sýrada;$$ - $$$;barbecue, turkish;https://media-cdn.tripadvisor.com/media/photo-s/22/29/26/85/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/0e/2a/bd/05/gelik-atakoy.jpg;;https://media-cdn.tripadvisor.com/media/photo-p/13/84/1f/f8/photo1jpg.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/0e/2a/bc/e8/gelik-atakoy.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/30/c7/1c/bc/caption.jpg;;Çocukluðumuzda ailemle sýkça gittiðimiz bu restoran da maalesef günümüz ticari hýrslarýna ve kalitesizliðine bürünmüþ bir iþletme olmuþ. Dün ailemle önünden geçerken meþhur pilavlarýndan yemek istediðimiz için girdik restoran kýsmýna oturduk, 3 adet pilav dediðimde garson ‘burada kuver var sizi diðer masaya alalým boþuna kuver ödemeyin” tarzýnda garip bir yorumda bulundu. Kuver ödemek veya ödememek önemli deðil, üslup önemli ve masa deðiþtirmek istemediðimi kalkacaðýmýzý söyledim. Sonrasýnda buyrun lütfen oturun dedilerse de, bendeki algýsý bu gereksiz davranýþlarý olacak ve bir daha da uðramayacaðýmýz bir restoran olarak kalacak.;1;2025-08-17T09:17:31Z;Kalitesizlik;897mirayb;Galleriaya gelince mutlaka uðradýðýmýz efsane restaurant . Kaþarlý gelik köfte ve Mantarlý gelik pilav bizi geçmiþe götürdü . Tekrar geleceðiz;5;2025-08-12T15:34:12Z;Çocukluðumuza geri döndük bu lezzeti özlemiþiz;didemrealtinbaran;Çok farklý ürünlerin bir arada sunulduðu çok beðendiðim bir restoran,gelen her sipariþ memnun etti...............;5;2024-10-21T17:59:53Z;Balýk ;adilos09;"Hüseyin bey ve komi Muhammet ilgilendi ikisi  de çok baþarýlýydý 
Kuyu kebap söyledim , kuzu  tadý sevmeyenler dikkat etsin, ben çok beðendim Döner ve Kaþarlý köfte her zamanki gibi lezzetli Yaðlý sevmeyenler farklý bir þey söylesin 
Ýskender  lezzetli , yanýna koyduklarý yoðurt baþarýlý deðildi. 
Pilav iyiydi, manda yoðurdu güzeldi. Künefe muhteþem, sütlaç ve kazandibi  de kezzetliydi. Pofidik ekmekler çok kezzetli Gavurdað salatasýnýn pýrsiyonu büyük ceviz daha fazla ve ince kýyým olmalýydý Çay ve kahve ikramý hoþtu . 200 TL bahþiþ ile 6000 TL ödedik( 5 kiþiydik , alkol yok)
Vale önemli bir sorun 200 TL verdim 100 TL aldý Sonra bana yýrtýk 200 verdin diyerek , geçerli olmayan  200 TL vermeye çalýþtýlar. Mekanlar için vale çok önemli , sadece kredi kartý ile alsýnlar
Salon þefi Ufuk beye durumu anlattým.";4;2024-05-12T11:56:24Z;30 yýllýk kezzet Gelik pilav;halil_709;Çocukluðumdan beri gittiðim lezzetini hiç bozmayan bir restorandýr Gelik.. Bugün servisimizi Sertaç bey yaptý bunun için ozellikle teþekkür etmek istedim.  Nezaketi diksiyonu servisi tek kelimeyle mükemmel;5;2024-03-15T12:54:22Z;Personellerin ilgisi muhteþem;778aysegulk;2025-11-06T13:56:23.677923;3
307;Volkan Bufe;;Karagoz 4;;Ýstanbul;;Türkiye;34035;41,032265;28,90763;+90 530 948 54 94;;https://volkanbufe.com/home;33356696;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33356696-Reviews-Volkan_Bufe-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:26.084410;3
308;The Cookah Bistro;;Yeþilköy Mahallesi, Seyit Ali Sk. No: 28;Bakýrköy;Ýstanbul;;Türkiye;34149;40,96233;28,82282;+90 212 663 04 05;lets@cookahbistro.com;http://cookahbistro.com;13964016;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d13964016-Reviews-The_Cookah_Bistro-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 6.769. sýrada;$;steakhouse, turkish, pizza, pub, healthy, gastropub;https://media-cdn.tripadvisor.com/media/photo-p/12/b0/05/c0/bonfilenin-en-leziz-hali.jpg;Bonfilenin en leziz hali;https://media-cdn.tripadvisor.com/media/photo-p/12/b0/05/c6/hamburger-aski.jpg;Hamburger aþký ;https://media-cdn.tripadvisor.com/media/photo-s/12/b0/06/1c/denenmesi-gereken-tat.jpg;Denenmesi gereken tat..;https://media-cdn.tripadvisor.com/media/photo-p/12/b0/06/10/cookah-icin-lezzet-vakti.jpg;Cookah için lezzet vakti...;https://media-cdn.tripadvisor.com/media/photo-p/12/b0/05/fe/keyifli-bir-gun.jpg;Keyifli bir gün..;Ozel soslu yumusacik Antrikotu, buz gibi biralari, yillardir hizmet aliyormuscasina sicak iliskiler kurabileceginiz servis personeli ve ferah bahcesi ile her zaman tercih edebilecegim bir mekan.;5;2018-08-05T07:39:08Z;Arkadaslarinizla, gurme yiyecekler ve bira cesitleriyle iyi zaman gecirebileceginiz guzel bahcesi olan mekan.;mustafaalpaslanb;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:28.577349;3
309;Emircan Kebap;;Mimar Sinan Cad. Emek Sok. No:3;Cekmekoy;Ýstanbul;;Türkiye;;41,02742;28,83346;6390697;;;2684633;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2684633-Reviews-Emircan_Kebap-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:31.414220;3
310;Köroðlu Pide ve Kebap Salonu;;Þenlikköy Mahallesi, Yeþilköy Halkalý Caddesi No: 301/1;Bakýrköy;Ýstanbul;;Türkiye;34149;40,96209;28,82424;+90 212 573 00 54;;;13536367;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d13536367-Reviews-Koroglu_Pide_ve_Kebap_Salonu-Istanbul.html?m=66827;2,6;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/2.5-66827-5.svg;10;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 9.167. sýrada;;;https://media-cdn.tripadvisor.com/media/photo-s/12/17/9e/53/restaurant-inside.jpg;Restaurant inside;https://media-cdn.tripadvisor.com/media/photo-s/20/7e/df/7b/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/20/7e/df/7a/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/20/7e/df/79/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/20/7e/df/78/caption.jpg;;Dürüst olmak gerekirse rezaletmi desem berbatmý desem kazýkmý desem bilemedim bir çorbaya 300 tl para ödedim resmen kazýklama yeri bu iþe maliye bakanlýgýnýn bakmasý gerek desem yeridir sanki kara para aklanýyorda bu kadar uçuk fiyatlar var müdürü desen ayrý bi suratsýz ve egolu resmen verdigim parayý helal etmiyorum...köroglu1966;1;2025-07-05T16:21:11Z;Leþ gibi;mahmutkB2506BQ;Gidilecek bir yer deðil sipariþi yanlýþ alýyorlar  kusbasili kaþarlý pide istedik,kavurma kaþarlý geldi,arkadaþlar siz siparis bunu verdiniz dediler bende tekrar siparis verdim yanlis gelen pidenin de parasini odedim,ama pideyi almadim ,;1;2025-05-19T12:21:24Z;Gidilecek yer deðil;ahmetaD5241XI;Inanilmaz kötü  servis,kapisi kapanmayan pecetesi olmayan sabun vermekten aciz ve les gibi tuvalet,servisi yaparkenki tavýrlarý ,cok kötü olmuþ  çok;2;2024-07-02T03:05:23Z;Cok kötü olmus yeni hali;404fulyaa;Sebzeli et güvecin  içinde max. 50 gram et vardý. Güveç genel olarak yarým porsiyonluktu. O paraya o tabak olmaz.  Et dönerde ortalamaydý. Senelerdir dönem dönem gittiðim restoranýn bu þekilde olmasýna üzüldüm. Umarým kendilerini toparlarlar.;3;2024-04-26T15:47:23Z;Eski Hizmet Yok;699fatmanura;4 kiþi 2þer kiþililik serpme kahvaltý aldýk gelen porsiyonlar þaka gibiydi kibrit kutusu peynirler sayýyla domatesler kurumuþ yumurtalar. Verdiðiniz porsiyon bumu diye sorunca ukala cevaplar. Yemiyoruz hesabý verin deyince hatalarýný telafi etmek yerine piþkin piþkin hesabý getirmeler. Saygýsýz garsonlar. Daha ne olsun. Gitme kardeþim gitme parana yazýk paranla rezil olma!!!;1;2024-01-20T01:58:38Z;Rezalet.. SAYGISIZLAR!!!;ilky2017;2025-11-06T13:56:34.534265;3
311;Elit Cafe;;Menderes Caddesi;;Ýstanbul;;Türkiye;34212;41,0265;28,83064;+90 538 722 60 06;;;27548969;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27548969-Reviews-Elit_Cafe-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:36.885700;3
312;Simit Saray;;Yesilkoy, Atatürk Havalimaný Cd.;;Ýstanbul;;Türkiye;34149;40,96781;28,83452;+90 212 465 41 41;;;19449941;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d19449941-Reviews-Simit_Saray-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:39.236561;3
313;Seraglio Bistro;;Imrahorsalacak Mah. Salacak Sahil Yolu No:25;Selimiye, Uskudar;Ýstanbul;;Türkiye;;40,964996;28,843157;+90 212 458 83 89;;;2683998;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2683998-Reviews-Seraglio_Bistro-Istanbul.html?m=66827;4,5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg;16;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 1.821. sýrada;$$ - $$$;turkish;https://media-cdn.tripadvisor.com/media/photo-s/17/5f/f9/85/seraglio-bistro.jpg;Seraglio Bistro;https://media-cdn.tripadvisor.com/media/photo-s/1a/85/ba/a6/img-20191122-132311-largejpg.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/1a/85/ba/a5/img-20191122-132302-largejpg.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:42.006387;3
314;Rumi Etli Ekmek Ve Tantuni;;Altýntepsi Mah. Ferhatpaþa Çiftlik Mevkii Çiftlik Cad. R405 Bayrampaþa;;Ýstanbul;;Türkiye;;41,034035;28,894402;+90 212 640 52 54;;http://fbf.bz/b/a16;27551954;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27551954-Reviews-Rumi_Etli_Ekmek_Ve_Tantuni-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:44.384358;3
315;Hacý Mustafa Han;;Osmaniye Mah. Çobançeþme Koþuyolu Cad. No:3;Marmara Forum Alýþveriþ Merkezi Giriþ Kat - Carrefoursa Market Karþýsý;Ýstanbul;;Türkiye;;40,998432;28,885166;+90 552 797 44 77;kyncgida@gmail.com;http://www.hacimustafa.com;24859730;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d24859730-Reviews-HacI_Mustafa_Han-Istanbul.html?m=66827;;;0;;;international, turkish, arabic;https://media-cdn.tripadvisor.com/media/photo-s/25/25/87/35/haci-mustafa-han-is-located.jpg;Hacý Mustafa Han is located in Bakýrköy Marmara Forum Shopping Center;https://media-cdn.tripadvisor.com/media/photo-s/25/25/87/3e/there-are-many-gift-options.jpg;There are many gift options for your loved ones.;https://media-cdn.tripadvisor.com/media/photo-s/25/25/87/3d/there-are-many-gift-options.jpg;There are many gift options for your loved ones.;https://media-cdn.tripadvisor.com/media/photo-s/25/25/87/3c/there-are-many-gift-options.jpg;There are many gift options for your loved ones.;https://media-cdn.tripadvisor.com/media/photo-s/25/25/87/3b/you-can-taste-the-world.jpg;"You can taste the world famous Turkish desserts.
";;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:46.850373;3
316;Mavi Kosk Sac Tava;;Yuzyil Mah. Barbaros Cad. 11. Sok. No:31;Kemalpasa, Bagcilar;Ýstanbul;;Türkiye;;41,02668;28,83621;6294559;;;2683969;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2683969-Reviews-Mavi_Kosk_Sac_Tava-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 7.321. sýrada;;;;;;;;;;;;;Temizlik süper yemekleri leziz ve güzel  etlerindeki kalite yediginiz zaman belli oluyor içli köftesinin abonesi oldum:) yolunuz düþerse saç tava yemeden gitmeyin;5;2014-08-23T04:48:41Z;Tek kelime ile mükemmel ötesi;944zeyneps;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:49.289936;3
317;Daratek Cafe;;Güneþtepe, Soylu Sk. No:14/b, Güngören;;Ýstanbul;;Türkiye;34164;41,02588;28,870329;+90 531 648 49 92;;;25210333;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d25210333-Reviews-Daratek_Cafe-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:51.833384;3
318;Amala Joint;;Sahýt Kaan Yýlmaz Caddesi Baðcilar;;Ýstanbul;;Türkiye;34203;41,030125;28,856588;+90 544 246 07 83;help@amalajoint.store;https://www.amalajoint.store;28669743;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d28669743-Reviews-Amala_Joint-Istanbul.html?m=66827;4,8;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;6;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 2.141. sýrada;$$ - $$$;african, nigerian;https://media-cdn.tripadvisor.com/media/photo-s/2e/d0/53/90/enjoy-a-spicy-nigerian.jpg;Enjoy a spicy Nigerian delicacy in Istanbul made from tender goat head, slow-cooked in a savory palm oil sauce infused with bold spices, utazi leaves, and traditional flavors. A true Igbo delight!;https://media-cdn.tripadvisor.com/media/photo-s/2d/d1/a2/1e/we-can-deliver-nigerian.jpg;We can deliver Nigerian food to your doorstep no matter where you are in Istanbul. ;https://media-cdn.tripadvisor.com/media/photo-s/2e/d0/53/87/experience-our-hearty.jpg;Experience our hearty Pap & Akara—silky, fermented corn pap paired with golden, crispy bean cakes and Peak Milk or Three Crowns. Indulge in a traditional Nigerian breakfast delight. Order now and get it delivered hot to you.;https://media-cdn.tripadvisor.com/media/photo-s/2e/d0/53/82/experience-our-authentic.jpg;Experience our authentic semo, expertly crafted by stirring premium semovita flour in boiling water until it transforms into a silky, stretchy dough that embodies Nigerian tradition. Order now—only the semo is sold, not the soup!;https://media-cdn.tripadvisor.com/media/photo-s/2e/d0/53/8c/not-a-poor-man-s-food.jpg;Not a poor man's food, enjoy our garri with milk, sugar, and groundnut. Our meticulous selection of these ingredients gives it a crunchy taste in your mouth and is best served with icy water.;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:56:54.564889;3
319;Ýhtiyar Balýkçý;;Liman sokak No:5;Yeþilköy Marina;Ýstanbul;;Türkiye;34149;40,970078;28,848286;+90 212 574 22 78;ihtiyarblk@hotmail.com;http://www.ihtiyarbalikci.com;1900030;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d1900030-Reviews-Old_Fisherman_Ihtiyar_Balikci-Istanbul.html?m=66827;3,4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;29;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 7.767. sýrada;$$ - $$$;seafood, mediterranean, turkish;https://media-cdn.tripadvisor.com/media/photo-s/15/80/ac/03/winter-garden-kis-bahcemiz.jpg;Winter Garden - Kýþ Bahçemiz;https://media-cdn.tripadvisor.com/media/photo-s/0a/d4/3f/5b/en-leziz-deniz-mahsulleri.jpg;En leziz deniz mahsülleri..;https://media-cdn.tripadvisor.com/media/photo-s/0a/d4/3f/59/en-taze-baliklar.jpg;En taze balýklar..;https://media-cdn.tripadvisor.com/media/photo-s/15/80/b7/9a/levrek-seabass.jpg;Levrek - Seabass;https://media-cdn.tripadvisor.com/media/photo-s/15/80/b6/db/mutfak-sefimiz-ve-genc.jpg;Mutfak Þefimiz ve Genç Aþçý ??;Ýnsanlarý haksýz yere þikayet ederek gerekli bilgi ve belgeyi saðlamadan dinlemeden kötüleme yapýyor kesinlikle tavsiye etmiyorum;1;2025-07-28T13:33:22Z;Marka kötüleme yaparak dinlemeden karar veriyorlar;786muratcank;Rezervasyon yaparak gittiðim mekanda saçlarý seyrek olan bir garson karþýladý,meze dolabýna baktýk istediðimiz bir iki sipariþi verdik. Bir de yerli kalamarýnýz var mý diye sordum .Tabii var dediler ondan sipariþ verdik 35'lik Beylerbeyi rakýsý fiyatýný sorduk 1200 lira dediler ve yerimize geçtik. yukarýda müþteri ile ilgilenecek bir garson yok.yalnýz baþýnasýnýz mezelerimizi getirdiler ve gittiler.zeytinyaðý isticez garson yok kalkýp kendimiz aldýk, kalamar sipariþimizi getirdiler, sanki bugüne kadar hiç yerli kalamar yememiþiz gibi tamamen dondurulmuþ kalamardan halka kalamardan yapýlmýþ porsiyonu getirdiler .Tabii geri çevirdik Ama yok bu yerli kalamar diye de söylediler bize fakat yerli karamalý çok çok iyi bilen kiþileriz Tabii zevkimiz kaçtý menüde ufak balýk (istavrit,hamsi)yazýlý fakat Elimizde yok diyorlar, Yoksa niye menüde yazýyor, sadece mezelerimizi yedik(mezelerinde porsiyonlarý az) hesabý istedik 1200 lira dedikleri Beylerbeyi rakýsý 1400 liradan hesaba iþlenmiþ ödememiz...;1;2025-05-21T09:19:13Z;Fiyasko;22sinans;Gerçekten karýkma lezzetler vardý hicbir yerde görmediðim arasicaklar ve mezeler özellikle mutfak þefi gelip bire bir ilgi alakalý oluyor teþekkürederiz ilgi ve alakadan sonra.;5;2019-08-07T09:17:19Z;Keyifli;mahmutacer;"Öðrenci iþi bir doðum günü kutlamasý için gittik. Levreðin kilosu 120 lira dedikleri için tekirde karar kýldýk. 2 porsiyon hazýrlatayým diyen garson inatla kaç kilo ettiðini söylemese de tartý hemen masamýzýn önünde olduðu için 480 gram yazdýðýný gördük. Kafadan hesap yapmaya çalýþýyoruz tabii. Hesapta o yarým kilo balýk 120 lira yazýyordu. Garsona gidip ya bu fiyat bize fazla geldi, bir yanlýþlýk olmasýn dediðimde de, gevþek gevþek evet aslýnda 140 lira eksik yazmýþlar ama 20 lira bizden olsun sorun deðil dedi. Þimdi ya ben birkaç sene uzayda yaþadým geldim, tekir levrekten daha pahalý oldu ya da bu terbiyesiz garson kendince bizi ... 
Sadece balýk da deðil. Ayný paraya, hatta daha azýna çok güzel restoranlarda týka basa doyabilirsiniz ve hesapla ilgili bir sorunuz olduðunda da garson sizinle dalga geçmeye çalýþmaz.
Kesinlikle TAVSÝYE ETMÝYORUM.
Ýlk defa kazýklanmýyorum ama o muameleye o kadar sinirlendim ki ilk defa bir restoran hakkýnda kötü bir yorum paylaþýyorum.";1;2019-07-05T18:27:37Z;Tekiri kilosu 280 liradan nasýl itelerim?;ezgi_224;Yeþilköyde Yüksel Balýk sýrasýnda farklý bir mekan denemek için gittiðimiz ihtiyar balýkçý restaurantý tavsiye ETMÝYORUM . Mezelerden special dedikleri kadayýf icine karides soslu tatsýz ve raký masasýna uygun olmayan bir tat, yeþil salata söyleyince kivirciktan oluþan (roka, maydanoz beklemeyin) suyu süzülmemiþ bir salata ile karþý karþýyasýnýz. Sipariþ verdiðim Somon, lezzetsiz iyi piþmemiþ ve kendinde olan yaðýný bile bulamadýðýnýz bir somon ..Ve 1 çatal alýp geri verdiðim Somon için ücretini alýp yerinede birþey ikram etme zahmetinde bulunmadýlar . Beklentim yoktu, ama esnaflýk olmaz ise bugün ben yarýn da sen olmazsýn ??..Ýyi bir hizmet için Balýkçý Hasan Yeþilköy gerçekten tavsiye ederim ??;1;2019-02-03T07:28:31Z;Yeþilköy Ýhtiyar Balýkçý;melotas;2025-11-06T13:56:57.138728;3
320;Derya Balik Besiktas;;Çarþý Caddesi;Balikcilar Carsisi;Beþiktaþ;;Türkiye;34330;41,031956;28,908974;;;;27490134;https://www.tripadvisor.com.tr/Restaurant_Review-g23701958-d27490134-Reviews-Derya_Balik_Besiktas-Besiktas.html?m=66827;3,5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;2;Beþiktaþ bölgesindeki 146 Yemek Mekanlarý arasýndan 58. sýrada;;;https://media-cdn.tripadvisor.com/media/photo-s/2b/a6/bf/fb/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2b/a6/c0/84/derya-balik-bjk-carsidaki.jpg;Derya balik Bjk Carsidaki favorimiz;https://media-cdn.tripadvisor.com/media/photo-s/2b/a6/bf/fc/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2b/a6/bf/fa/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2b/a6/bf/f9/caption.jpg;;Besiktas carsida balikcilarin yani izgara uskumru hamsi guzel orya kalite biyer ama yillardir gideriz taze balik uygun fiyat ;4;2024-03-17T11:32:03Z;Taze balik, orta kalite yer ;englishteacherr;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:57:00.184882;3
321;Kumbet Kebap;;Merkez Mah. Istanbul Cad. 3. Sok. No:1;Bagcilar Merkez, Bagcilar;Ýstanbul;;Türkiye;;41,03101;28,86636;6342266;;;2674819;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2674819-Reviews-Kumbet_Kebap-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:57:02.655412;3
322;Kebaba Et;;Terazidere mah. Tekin cad. No: 2/A (Shell Petrol Yaný);;Ýstanbul;;Türkiye;34035;41,028183;28,900679;+90 212 613 51 01;;http://www.etkebaba.com;23379450;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d23379450-Reviews-Kebaba_Et-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;2;Ýstanbul bölgesindeki 14.878 Yemek Mekanlarý arasýndan 4.132. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/1f/1b/52/91/lezzet-ve-hizmet-mukemmel.jpg;Lezzet ve Hizmet Mükemmel;https://media-cdn.tripadvisor.com/media/photo-s/2f/ef/6a/5e/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/1f/1b/52/75/temizlik-ve-hijyen-konularinda.jpg;Temizlik ve Hijyen Konularýnda Ýnanýlmaz Baþarýlý bir iþletme...;;;;;Ýstanbul / Bayrampaþa bölgesi baþta olmak üzere tüm sevdiklerinizle birlikte  Kebap , pide , döner ve Hamburger  yiyebileceðiniz mükemmel temizlikte bir mekan gönül rahatlýðýyla gidip deneyebilirsiniz.;5;2021-10-05T09:58:06Z;Mükemmel Hizmet , Lezzetli Ürünler;Dolunay1227;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:57:05.405616;3
323;Galite Gurme;;Cevizlik Mah. hüsreviye Sokak No 22/1 Bakýrköy;;Ýstanbul;;Türkiye;;40,972218;28,824268;+90 212 571 54 74;;;23209672;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d23209672-Reviews-Galite_Gurme-Istanbul.html?m=66827;;;0;;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/1c/ba/8e/1d/galite-gurme.jpg;Galite Gurme;https://media-cdn.tripadvisor.com/media/photo-p/1c/ba/8e/0c/galite-gurme.jpg;Galite Gurme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:57:08.106835;3
324;Papa John's Pizza;;Istanbul/ Gunesli Ataturk Caddesi No 25 Güneþli?/I?Stanbul;;Ýstanbul;;Türkiye;34209;41,0296;28,828838;+90 444 7 579;;http://www.papajohns.com.tr/subeler/gunesli-subesi/;23744490;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d23744490-Reviews-Papa_John_s_Pizza-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06T13:57:10.546015;3
